Cas,FVE_vyroba_kW,Spotreba_kW,Cena_nakup_Kc_kWh,Cena_prodej_Kc_kWh,Pozadavek_TUV_kW,Pozadavek_topeni_kW,Venkovni_teplota_C,Baterie_vykon_kW,Baterie_nabijeni_kW,Baterie_vybijeni_kW,Baterie_SOC_kWh,Baterie_SOC_procenta,Sit_nakup_kW,Sit_prodej_kW,Naklady_nakup_Kc,Prijmy_prodej_Kc,Celkove_naklady_Kc,Ohrev_dolni_kW,Ohrev_horni_kW,Ohrev_celkem_kW,Odber_dolni_kW,Odber_horni_kW,Akumulace_dolni_kWh,Akumulace_horni_kWh,Akumulace_dolni_procenta,Akumulace_horni_procenta,Teplota_dolni_C,Teplota_horni_C,Rezim_menic,Horni_akumulace,Dolni_akumulace,Maximalni_ohrev,Blokovani_ohrevu,Cilovy_SOC_procenta,Rezervovany_vykon_W,Minimalni_SOC_procenta,FVE_prebytek_kW,Nevyuzita_FVE_kW,Energeticka_bilance_kW
2025-07-10T13:00:00+02:00,7.1532,0.75,2.6183674,0.57,0.0,1.8942857142857144,14.2,-0.19022707,0.0,0.19022707,15.66,90,0.0,0.0,0.0,0.0,0.0,2.5820134,4.0,6.5820134,0.0,0.0,29.17809,13.283122,65.2557015813653,84.72054213505541,65.89063586975092,83.12424396077495,Back Up Mode,True,True,False,False,90,0,30,6.4032,0.0,0.011413669999999598
2025-07-10T14:00:00+02:00,6.5939,0.75,2.6156933,0.57,0.0,1.6028571428571428,15.4,0.0,0.0,0.0,15.66,90,0.0,0.0,0.0,0.0,0.0,3.0172328,2.8266672,5.8439,0.0,0.0,32.236893,15.67875,72.0965995210243,100.0,69.65312973656337,90.0,Back Up Mode,True,True,False,False,90,0,30,5.8439,0.0,-4.440892098500626e-16
2025-07-10T15:00:00+02:00,5.9642,0.75,3.7505069,0.95,1.0,1.4328571428571426,16.1,0.0,0.0,0.0,15.66,90,0.0,0.0,0.0,0.0,0.0,3.451513,1.762687,5.2142,0.0,1.0,36.032205,15.67875,80.58467215635358,100.0,74.32156968599446,90.0,Back Up Mode,True,True,False,False,90,0,30,5.2142,0.0,2.220446049250313e-16
2025-07-10T16:00:00+02:00,5.0684,0.75,3.7273202999999997,1.4,0.0,1.2871428571428574,16.7,0.0,0.0,0.0,15.66,90,0.0,4.022557,0.0,5.6315798,-5.6315798,0.0,0.29584305,0.29584305,0.0,0.0,35.89787,15.67875,80.28423697804229,100.0,74.15633033792327,90.0,Feedin Priority,True,False,False,False,90,0,30,4.3184,0.0,-5.0000000362260266e-08
2025-07-10T17:00:00+02:00,4.2731,0.75,4.0384476,1.63,0.0,1.3600000000000003,16.4,0.0,0.0,0.0,15.66,90,0.0,3.5231,0.0,5.742653,-5.742653,0.0,0.0,0.0,0.0,0.0,35.780459,15.366383,80.02165168961629,98.00770469584629,74.01190842928897,89.10346711313083,Feedin Priority,False,False,False,False,90,0,30,3.5231000000000003,0.0,4.440892098500626e-16
2025-07-10T18:00:00+02:00,3.2318,0.75,4.4270754,1.92,5.0,1.5057142857142856,15.8,0.0,0.0,0.0,15.66,90,0.0,2.4818,0.0,4.7650559999999995,-4.7650559999999995,0.0,0.0,0.0,0.0,5.0,35.588186,10.131877,79.59164035199433,64.62171410348401,73.77540219359688,74.07977134656781,Feedin Priority,False,False,False,False,90,0,30,2.4818,0.0,0.0
2025-07-10T19:00:00+02:00,1.6063,0.75,5.4253889,2.2,0.0,1.9428571428571428,14.0,0.0,0.0,0.0,15.66,90,0.0,0.8563,0.0,1.88386,-1.88386,0.0,0.0,0.0,0.0,0.0,33.917766,11.420493,75.85580880731324,72.840583592442,71.72069484402228,77.77826261659891,Feedin Priority,False,False,False,False,90,0,30,0.8563000000000001,0.0,1.1102230246251565e-16
2025-07-10T20:00:00+02:00,0.211,0.75,5.389981299999999,2.63,0.0,2.234285714285714,12.8,-3.9226809,0.0,3.9226809,11.486935,66,0.0,3.14832,0.0,8.280081599999999,-8.280081599999999,0.0,0.0,0.0,0.0,0.0,32.827635,12.122858,73.41777180007269,77.32030933588456,70.37977449003998,79.79413920114806,Manual,False,False,False,False,66,0,30,0,0.0,0.23536089999999987
2025-07-10T21:00:00+02:00,0.0,0.5,5.3879000999999995,2.63,0.0,2.258571428571429,12.7,-0.53191489,0.0,0.53191489,10.921068,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.076426,12.483586,71.73772110692464,79.6210539743283,69.45574660880855,80.82947428844774,Back Up Mode,False,False,False,False,62,0,30,0,0.0,0.03191489000000003
2025-07-10T22:00:00+02:00,0.0,0.5,5.0314704,2.37,0.0,2.307142857142857,12.5,-0.53191489,0.0,0.53191489,10.355201,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.523387,12.645317,70.50087017025069,80.65258391134496,68.77547859363789,81.29366276010524,Back Up Mode,False,False,False,False,59,0,30,0,0.0,0.03191489000000003
2025-07-10T23:00:00+02:00,0.0,0.5,4.6446334,2.08,0.0,2.501428571428572,11.7,-0.53191489,0.0,0.53191489,9.7893345,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.08644,12.691231,69.5236546280794,80.9454261340987,68.23801004544367,81.42544176034443,Back Up Mode,False,False,False,False,56,0,30,0,0.0,0.03191489000000003
2025-07-11T00:00:00+02:00,0.0,0.5,4.5319824,2.0,0.0,2.525714285714286,11.6,-0.53191489,0.0,0.53191489,9.2234676,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.717716,12.66983,68.69901726114115,80.80892928326556,67.78445949362764,81.3640181774695,Back Up Mode,False,False,False,False,53,0,30,0,0.0,0.03191489000000003
2025-07-11T01:00:00+02:00,0.0,0.5,4.3668779,1.87,0.0,2.622857142857143,11.2,-0.53191489,0.0,0.53191489,8.6576007,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.389302,12.609398,67.96453169408922,80.42349039304791,67.38049243174908,81.19057067687157,Back Up Mode,False,False,False,False,49,0,30,0,0.0,0.03191489000000003
2025-07-11T02:00:00+02:00,0.0,0.5,4.2270987,1.77,0.0,2.7928571428571427,10.5,-0.53191489,0.0,0.53191489,8.0917338,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.084918,12.526427,67.28378831883256,79.89429642031412,67.0060835753579,80.95243338914136,Back Up Mode,False,False,False,False,46,0,30,0,0.0,0.03191489000000003
2025-07-11T03:00:00+02:00,0.0,0.5,4.1221917,1.69,0.0,2.817142857142857,10.4,-0.53191489,0.0,0.53191489,7.5258669,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.795065,12.430533,66.6355429789058,79.28267878497967,66.64954863839819,80.67720545324084,Back Up Mode,False,False,False,False,43,0,30,0,0.0,0.03191489000000003
2025-07-11T04:00:00+02:00,0.0,0.5,4.148122,1.71,0.0,2.6714285714285713,11.0,-0.53191489,0.0,0.53191489,6.96,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.514206,12.327321,66.00741238192566,78.62438651040421,66.30407681005912,80.38097392968189,Back Up Mode,False,False,False,False,40,0,30,0,0.0,0.03191489000000003
2025-07-11T05:00:00+02:00,0.69,0.5,4.2944594,1.82,0.0,2.234285714285714,12.8,0.0,0.0,0.0,6.96,40,0.0,0.19,0.0,0.3458,-0.3458,0.0,0.0,0.0,0.0,0.0,29.239105,12.220061,65.39215933552217,77.9402758510723,65.96568763453719,80.07312413298254,Feedin Priority,False,False,False,False,40,0,30,0.18999999999999995,0.0,-5.551115123125783e-17
2025-07-11T06:00:00+02:00,3.0176,1.25,4.5686333,2.02,1.2,1.9185714285714286,14.1,0.0,0.0,0.0,6.96,40,0.0,1.7676,0.0,3.570552,-3.570552,0.0,0.0,0.0,0.0,1.2,28.967877,10.910657,64.785568108046,69.58881926173962,65.6320624594253,76.31496866778284,Feedin Priority,False,False,False,False,40,0,30,1.7675999999999998,0.0,-2.220446049250313e-16
