Cas,FVE_vyroba_kW,Spotreba_kW,Cena_nakup_Kc_kWh,Cena_prodej_Kc_kWh,Pozadavek_TUV_kW,Pozadavek_topeni_kW,Venkovni_teplota_C,Baterie_vykon_kW,Baterie_nabijeni_kW,Baterie_vybijeni_kW,Baterie_SOC_kWh,Baterie_SOC_procenta,Sit_nakup_kW,Sit_prodej_kW,Naklady_nakup_Kc,Prijmy_prodej_Kc,Celkove_naklady_Kc,Ohrev_dolni_kW,Ohrev_horni_kW,Ohrev_celkem_kW,Odber_dolni_kW,Odber_horni_kW,Akumulace_dolni_kWh,Akumulace_horni_kWh,Akumulace_dolni_procenta,Akumulace_horni_procenta,Teplota_dolni_C,Teplota_horni_C,Rezim_menic,Horni_akumulace,Dolni_akumulace,Maximalni_ohrev,Blokovani_ohrevu,Cilovy_SOC_procenta,Rezervovany_vykon_W,Minimalni_SOC_procenta,FVE_prebytek_kW,Nevyuzita_FVE_kW,Energeticka_bilance_kW
2025-07-09T13:00:00+02:00,4.1616,0.75,2.8185618999999997,0.72,0.0,1.9428571428571428,14.0,0.0,0.0,0.0,14.268,82,0.6834,0.0,1.9262052024599998,0.0,1.9262052024599998,0.095,4.0,4.095,0.0,0.0,0.0,3.2579778,0.0,20.779576177947856,30.0,54.35080928007653,Back Up Mode,True,False,True,False,82,0,40,3.4116,0.0,-4.440892098500626e-16
2025-07-09T14:00:00+02:00,5.2364,0.75,2.5489376,0.52,0.0,1.8699999999999999,14.3,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.4864,4.0,4.4864,0.0,0.0,1.3264809,6.20026,2.9666246750140552,39.54562704297218,31.63164357125773,62.79553216933748,Back Up Mode,True,True,True,False,82,0,40,4.4864,0.0,-4.440892098500626e-16
2025-07-09T15:00:00+02:00,5.0698,0.75,3.5553097,0.8,1.0,1.8942857142857144,14.2,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.3198,4.0,4.3198,0.0,1.0,3.1637242,7.4362755,7.075550259833445,47.42900741449413,33.891552642908394,66.34305333652236,Back Up Mode,True,True,True,False,82,0,40,4.3198,0.0,0.0
2025-07-09T16:00:00+02:00,4.3858,0.75,3.7393113999999996,1.41,0.0,1.8942857142857144,14.2,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.0,3.6358,3.6358,0.0,0.0,4.8044638,9.1688448,10.74500270549828,58.47943745515427,35.90975148802406,71.31574685481942,Back Up Mode,True,False,True,False,82,0,40,3.6357999999999997,0.0,-4.440892098500626e-16
2025-07-09T17:00:00+02:00,3.5931,0.75,3.8762108,1.51,0.0,1.8457142857142856,14.4,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.0,2.8431,2.8431,0.0,0.0,6.7357725,9.7985676,15.064302021824147,62.49584692657259,38.28536611200328,73.12313111695767,Back Up Mode,True,False,False,False,82,0,30,2.8431,0.0,0.0
2025-07-09T18:00:00+02:00,2.6648,0.75,4.4724504,1.95,5.0,1.9914285714285713,13.8,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.0,1.9148,1.9148,0.0,5.0,8.6045135,4.5514716,19.24367102880377,29.029556565414975,40.58401906584207,58.06330045443674,Back Up Mode,True,False,False,False,82,0,30,1.9148,0.0,0.0
2025-07-09T19:00:00+02:00,1.2731,0.75,5.5927561,2.32,0.0,2.1614285714285715,13.1,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.0,0.5231,0.5231,0.0,0.0,8.7318475,4.6930342,19.52844873375847,29.93245124770788,40.74064680356716,58.46960306146855,Back Up Mode,True,False,False,False,82,0,30,0.5230999999999999,0.0,-1.1102230246251565e-16
2025-07-09T20:00:00+02:00,0.211,0.75,5.564693199999999,2.76,0.0,2.3800000000000003,12.2,-0.57340426,0.0,0.57340426,13.657995,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8837703,4.2853284,19.86821836570509,27.332079406840467,40.9275201011378,57.29943573307821,Back Up Mode,False,False,False,False,78,0,30,0,0.0,0.034404259999999964
2025-07-09T21:00:00+02:00,0.0,0.5,5.5500764,2.75,0.0,2.477142857142857,11.8,-0.53191489,0.0,0.53191489,13.092129,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8995371,4.0167852,19.90348022128553,25.619294905524992,40.94691412170704,56.52868270748625,Back Up Mode,False,False,False,False,75,0,30,0,0.0,0.03191489000000003
2025-07-09T22:00:00+02:00,0.0,0.5,4.9529535,2.31,0.0,2.477142857142857,11.8,-0.53191489,0.0,0.53191489,12.526262,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8362424,3.8295347,19.76192400376471,24.42500007972574,40.86905820207059,55.99125003587658,Back Up Mode,False,False,False,False,71,0,30,0,0.0,0.03191489000000003
2025-07-09T23:00:00+02:00,0.0,0.5,4.5649065,2.02,0.0,2.501428571428572,11.7,-0.53191489,0.0,0.53191489,11.960395,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7271782,3.6898302,19.51800601981133,23.53395646974408,40.73490331089623,55.59028041138484,Back Up Mode,False,False,False,False,68,0,30,0,0.0,0.03191489000000003
2025-07-10T00:00:00+02:00,0.0,0.5,4.4557402999999995,1.94,0.0,2.477142857142857,11.8,-0.53191489,0.0,0.53191489,11.394528,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.591757,3.5779923,19.215141596026548,22.820647691939726,40.5683278778146,55.26929146137287,Back Up Mode,False,False,False,False,65,0,30,0,0.0,0.03191489000000003
