Cas,FVE_vyroba_kW,Spotreba_kW,Cena_nakup_Kc_kWh,Cena_prodej_Kc_kWh,Pozadavek_TUV_kW,Pozadavek_topeni_kW,Venkovni_teplota_C,Baterie_vykon_kW,Baterie_nabijeni_kW,Baterie_vybijeni_kW,Baterie_SOC_kWh,Baterie_SOC_procenta,Sit_nakup_kW,Sit_prodej_kW,Naklady_nakup_Kc,Prijmy_prodej_Kc,Celkove_naklady_Kc,Ohrev_dolni_kW,Ohrev_horni_kW,Ohrev_celkem_kW,Odber_dolni_kW,Odber_horni_kW,Akumulace_dolni_kWh,Akumulace_horni_kWh,Akumulace_dolni_procenta,Akumulace_horni_procenta,Teplota_dolni_C,Teplota_horni_C,Rezim_menic,Horni_akumulace,Dolni_akumulace,Maximalni_ohrev,Blokovani_ohrevu,Cilovy_SOC_procenta,Rezervovany_vykon_W,Minimalni_SOC_procenta,FVE_prebytek_kW,Nevyuzita_FVE_kW,Energeticka_bilance_kW
2025-07-09T13:00:00+02:00,4.1616,0.75,2.8185618999999997,0.72,0.0,1.9428571428571428,14.0,0.0,0.0,0.0,14.268,82,0.66908695,0.0,1.8858629850572046,0.0,1.8858629850572046,0.080686953,4.0,4.080686953,0.0,0.0,0.0,3.1183827,0.0,19.889230327672806,30.0,53.950153647452765,Back Up Mode,True,False,False,False,82,0,30,3.4116,0.0,-3.000000248221113e-09
2025-07-09T14:00:00+02:00,5.2364,0.75,2.5489376,0.52,0.0,1.8699999999999999,14.3,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.4864,4.0,4.4864,0.0,0.0,1.2864154,6.1019147,2.8770196901878324,38.91837487044566,31.582360829603306,62.513268691700546,Back Up Mode,True,True,False,False,82,0,30,4.4864,0.0,-4.440892098500626e-16
2025-07-09T15:00:00+02:00,5.0698,0.75,3.5553097,0.8,1.0,1.8942857142857144,14.2,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.3198,4.0,4.3198,0.0,1.0,3.1004797,7.3620625,6.934106312725782,46.95567248664594,33.81375847199918,66.13005261899067,Back Up Mode,True,True,False,False,82,0,30,4.3198,0.0,0.0
2025-07-09T16:00:00+02:00,4.3858,0.75,3.7393113999999996,1.41,0.0,1.8942857142857144,14.2,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.0,3.6358,3.6358,0.0,0.0,4.7278868,9.108782,10.573741123263247,58.096353344494936,35.81555761779479,71.14335900502272,Back Up Mode,True,False,False,False,82,0,30,3.6357999999999997,0.0,-4.440892098500626e-16
2025-07-09T17:00:00+02:00,3.5931,0.75,3.8762108,1.51,0.0,1.8457142857142856,14.4,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.0,2.8431,2.8431,0.0,0.0,6.6516038,9.7468337,14.876061887884898,62.16588503547795,38.181834038336696,72.97464826596509,Back Up Mode,True,False,False,False,82,0,30,2.8431,0.0,0.0
2025-07-09T18:00:00+02:00,2.6648,0.75,4.4724504,1.95,5.0,1.9914285714285713,13.8,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.0,1.9148,1.9148,0.0,5.0,8.5161001,4.5046717,19.045937782858132,28.731064019771985,40.47526578057197,57.9289788088974,Back Up Mode,True,False,False,False,82,0,30,1.9148,0.0,0.0
2025-07-09T19:00:00+02:00,1.2731,0.75,5.5927561,2.32,0.0,2.1614285714285715,13.1,0.0,0.0,0.0,14.268,82,0.0,0.0,0.0,0.0,0.0,0.0,0.5231,0.5231,0.0,0.0,8.6411403,4.6491881,19.32558549032885,29.652798214143345,40.62907201968087,58.34375919636451,Back Up Mode,True,False,False,False,82,0,30,0.5230999999999999,0.0,-1.1102230246251565e-16
2025-07-09T20:00:00+02:00,0.211,0.75,5.564693199999999,2.76,0.0,2.3800000000000003,12.2,-0.57340426,0.0,0.57340426,13.657995,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.791906,4.2432811,19.66276731161687,27.063899226660286,40.81452202138928,57.17875465199713,Back Up Mode,False,False,False,False,78,0,30,0,0.0,0.034404259999999964
2025-07-09T21:00:00+02:00,0.0,0.5,5.5500764,2.75,0.0,2.477142857142857,11.8,-0.53191489,0.0,0.53191489,13.092129,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8071778,3.9758629,19.69692211830265,25.358290042254644,40.83330716506646,56.41123051901459,Back Up Mode,False,False,False,False,75,0,30,0,0.0,0.03191489000000003
2025-07-09T22:00:00+02:00,0.0,0.5,4.9529535,2.31,0.0,2.477142857142857,11.8,-0.53191489,0.0,0.53191489,12.526262,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7437732,3.789344,19.55512011356259,24.168661404767597,40.75531606245943,55.875897632145424,Back Up Mode,False,False,False,False,71,0,30,0,0.0,0.03191489000000003
2025-07-09T23:00:00+02:00,0.0,0.5,4.5649065,2.02,0.0,2.501428571428572,11.7,-0.53191489,0.0,0.53191489,11.960395,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.634823,3.6501415,19.311457086324346,23.28081958064259,40.62130139747839,55.47636881128916,Back Up Mode,False,False,False,False,68,0,30,0,0.0,0.03191489000000003
